Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
6,PHL.26.04.04.001,Seizure,Troops Seize Two Firearms Following NPA Clash in Albay,04 April 2026,"Barangay Maogog, Jovellar, Albay",Barangay Maogog,Jovellar,Albay,13.0751881271143,123.563136569326,"Troops of the 49th Infantry Battalion seized one M16 assault rifle, one M14 rifle, magazines, and ammunition following a second engagement with NPA fighters in Barangay Maogog, Jovellar, Albay on 4 April 2026. The operation was part of continuing counterinsurgency operations by the 49th Infantry Battalion under the 901st Infantry Brigade in Albay and Camarines Sur. This engagement followed an earlier clash by the same unit in Barangay Sinungtan, Guinobatan on 31 March 2026 (see PHL.2026.03.31.001).","- 1 M16 assault rifle
- 1 M14 rifle
- 5 rounds of ammunition","NSAG (CPP-NPA)
Military (49th Infantry Battalion; 901st Infantry Brigade, Philippine Army)","Military, NSAG",,,,1,1,,,,,,,,,,,,,,,5,,,,,,Insurgency,,8.05,https://www.facebook.com/fightemtroopers/posts/pfbid0a6Zs8ciJZGi2LhbbGdtLJhNSa2skJjXXvkqu6X5Esb1FQG9nr4rFqkp52NbD1vSEl
6,PHL.26.04.04.002,Seizure,Authorities Seize Six Firearms Following MILF Feuds in Maguindanao del Sur,04 April 2026,"Sitio Tambua, Barangay Masigay, Datu Piang, Maguindanao del Sur","Sitio Tambua, Barangay Masigay",Datu Piang,Maguindanao del Sur,7.05401784550442,124.460413777905,"Troops of the 38th Infantry Battalion and Datu Piang Municipal Police Station seized six high-powered firearms during clearing operations in Sitio Tambua, Barangay Masigay, Datu Piang, Maguindanao del Sur on 4 April 2026, following an armed confrontation between two rival MILF factions that forced civilian displacement. The fighting erupted when followers of Commander Mando Santukan (Task Force Ittihad) ambushed minivans belonging to the faction of Commander Kob Silongan in the morning. The Silongan group came under fire while traveling to meet a witness in a probe into the recent death of a Malaysian national in the area. Clearing operations were launched at approximately 4:45 p.m. to defuse the situation and recover weapons. Hot pursuit operations against those involved remain ongoing.","- 1 M60 light machine gun
- 1 M4A1 assault rifle
- 1 M16A1 assault rifle
- 1 M14 rifle
- 2 M653 assault rifles
- ~450 rounds of ammunition","Communal/Political Militia/NSAG (MILF Task Force Ittihad [Commander Mando Santukan]; MILF faction of Commander Kob Silongan)
Military (38th Infantry Battalion; 601st Infantry Brigade, 6th Infantry Division/JTF Central)
Police (Datu Piang Municipal Police Station; Maguindanao del Sur Police Provincial Office)","Military, Police",,,,4,1,,,1,,,,,,,,,,,,450,,,,,,Communal conflict/Feud,,37.5,https://newsinfo.inquirer.net/2207191/afp-pnp-recover-guns-ammo-after-milf-infighting-in-maguindanao-sur
6,PHL.26.04.04.003,Seizure,Police Seize Pistols from Shooting Suspects in Cotabato,04 April 2026,"Sayre National Highway, Barangay Poblacion, Carmen, Cotabato","Sayre National Highway, Barangay Poblacion",Carmen,Cotabato,7.20295684741136,124.796700466867,"Police arrested Guialudin Panait Mamalo and Ringgo Kasulutan Gindulungan and seized two caliber .45 pistols believed to have been used in the fatal shooting of Jerry Cadulong Ibad, 42 in front of DVCC Marketing along Sayre National Highway, Barangay Poblacion, Carmen, Cotabato on 4 April 2026. The suspects were apprehended by the Carmen Municipal Police Station in a dragnet operation. Recovered weapons included one caliber .45 pistol (High Cap, S/N R-05050487), one caliber .45 Colt MK IV Single Stock (S/N 544119), and ammunition. Suspected illegal drugs were also seized from both suspects. The victim was rushed to a nearby hospital but later succumbed to his wounds.","- 1 caliber .45 pistol (High Cap, S/N R-05050487)
- 1 caliber .45 Colt MK IV Single Stock (S/N 544119)
- ammunition","Criminal Individual(s) (murder and drug suspects)
Police (Carmen Municipal Police Station, Cotabato)","Criminal Individual, Police",,2,,,,,,,,,,,,,,,,,,,,,,,,Crime,Drug trafficking,2,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0eVgXN3mqEESdzn6bMcM7cF1R91ug8kXPGQWCRBmAeVA4PV8vBRKwQrkJmD361Abyl
6,PHL.26.04.04.004,Seizure,Murder Suspects Arrested with Revolver Following Killing of Ex-PNP Officer in Valenzuela City,04 April 2026,"Barangay Malinta, Valenzuela City",Barangay Malinta,Valenzuela City,Metro Manila,14.688608264127,120.964411060213,"Police arrested two suspects — aliases ""Men"" and ""Tio"" — in connection with the fatal shooting of a 38-year-old former PNP officer at her residence in Barangay Malinta, Valenzuela City on 4 April 2026. During the arrest of ""Tio,"" police recovered one caliber .38 revolver and approximately 55.28 grams of suspected shabu (estimated street value ₱375,904). The victim had reportedly invited the suspects to her home; one of the men shot her in the right temple while she was on the phone, killing her instantly, and the suspects fled with an undetermined amount of cash and the murder weapon. Investigators identified the suspects through CCTV footage showing them arriving in a silver Toyota Vios; a third suspect, ""Men,"" allegedly coordinated the meeting. The murder weapon was not among the items recovered.",- 1 caliber .38 revolver,"Criminal Organization (gunmen and drug suspects)
Police (Valenzuela City Police Station; Special Investigation Team)",Police,,,1,,,,,,,,,,,,,,,,,,,,,,,Crime,Drug trafficking,1,https://tribune.net.ph/2026/04/06/ex-pnp-officers-murder-suspects-behind-bars
6,PHL.26.04.06.001,Seizure,Man Arrested with Unlicensed Revolver in Taguig City,06 April 2026,"Kalayaan Street, Barangay Ususan, Taguig City","Kalayaan Street, Barangay Ususan",Taguig City,Metro Manila,14.5288488352708,121.060817986678,"Police arrested alias ""Jonathan,"" 44, and seized one Smith & Wesson revolver with two rounds of ammunition during a foot patrol along Kalayaan Street, Barangay Ususan, Taguig City on 6 April 2026. Officers from Sub-Station 4 of the Taguig City Police Station observed the suspect allegedly handling the firearm in a careless and unsafe manner. The firearm was submitted to the Southern Police District Forensic Unit for ballistic and cross-matching examination.","- 1 Smith & Wesson caliber .38 revolver
- 2 rounds of ammunition","Criminal Individual(s) (illegal firearm carrier)
Police (Sub-Station 4, Taguig City Police Station; Southern Police District)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1.02,https://tribune.net.ph/2026/04/06/man-nabbed-in-taguig-for-illegal-possession-of-firearm
6,PHL.26.04.06.002,Seizure,Robbery Suspect Arrested with Unlicensed Revolver in Las Piñas City,06 April 2026,"Barangay Pulang Lupa Dos, Las Piñas City",Barangay Pulang Lupa Dos,Las Piñas City,Metro Manila,14.4623075535021,120.988678434715,"Police seized one caliber .22 revolver and four rounds of ammunition along with a stolen Vivo V21e smartphone and a Honda Click 125 motorcycle when they arrested alias ""Ronel,"" 37 following a theft in Barangay Pulang Lupa Dos, Las Piñas City on 6 April 2026. A concerned citizen reported the robbery and identified the suspect, enabling officers from the Tactical Motorcycle Riders Unit (TMRU) of the Las Piñas City Police Station to pursue and apprehend Ronel. The victim, alias ""Mary,"" 24, positively identified the suspect and the recovered smartphone. Suspect's cohort, alias ""Balat,"" remains at large.","- 1 caliber .22 revolver
- 4 rounds of ammunition","Criminal Individual(s) (robbery suspects)
Police (Las Piñas City Police Station, Tactical Motorcycle Riders Unit)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,4,,,,,,Crime,,1.04,https://tribune.net.ph/2026/04/06/robbery-suspect-collared-in-las-pi%C3%B1as
6,PHL.26.04.06.003,Seizure,Police Arrest Murder Suspect and Father with Revolver in Leyte,06 April 2026,"Barangay Sherwood, Albuera, Leyte",Barangay Sherwood,Albuera,Leyte,10.9619340480592,124.679873497954,"Police arrested alias ""John,"" 29, the top most-wanted person in Eastern Visayas, on a murder warrant in Barangay Sherwood, Albuera, Leyte on 6 April 2026. His father, alias ""Roy,"" 52, was simultaneously arrested after officers found him carrying one caliber .38 revolver loaded with five live rounds at his waist. Both suspects were brought to the Albuera Municipal Police Station for documentation and disposition.","- 1 caliber .38 revolver
- 5 rounds of ammunition","Criminal Individual(s) (alias 'John,' 29, murder suspect; alias 'Roy,' 52, illegal firearm carrier)
Police (1st Leyte Provincial Mobile Force Company; Albuera Municipal Police Station; Provincial Intelligence Unit-LPPO; Regional Intelligence Unit 8; Anti-Kidnapping Group Visayas Field Unit)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,5,,,,,,Crime,,1.05,https://tribune.net.ph/2026/04/06/eastern-visayas-top-most-wanted-arrested-in-leyte
7,PHL.26.04.06.004,Seizure,Troops Seize M16 Assault Rifle During Clash with NPA Militants in Negros Occidental,06 April 2026,"Sitio Pinyahon and Sitio Proper, Barangay Minautok, Calatrava, Negros Occidental","Sitio Pinyahon and Sitio Proper, Barangay Minautok",Calatrava,Negros Occidental,10.6869208045613,123.361233548624,"Troops of the 79th Infantry (Masaligan) Battalion seized one M16 assault rifle during two successive clashes with approximately seven NPA insurgents in Barangay Minautok, Calatrava, Negros Occidental on 6 April 2026. The first clash occurred at approximately 08:35 at Sitio Pinyahon after troops responded to community reports of NPA members conducting extortion activities in the area; a second engagement followed at approximately 08:45 at Sitio Proper. The combined firefight lasted approximately 15 minutes before the insurgents withdrew with apparent injuries. One soldier was wounded.","- 1 M16A1 assault rifle
- 6 rounds of ammunition","Military (PA, 79th Infantry Battalion, 3rd Infantry Division)
NSAG (NPA, Northern Negros Front / KR-N)","Military, NSAG",,,,1,,,,,,,,,,,,,,,,6,,,,,,Insurgency,,5.06,https://www.facebook.com/3rdInfantryDivisionPhilippineArmy/posts/pfbid026CQVJXDoPPPFL7ctoFuVzDaEcguUeeaLAP4RZaH8iC9cxX9CVceLMuAoNwk81DdYl
7,PHL.26.04.06.005,Surrender/amnesty,"Three Firearms Voluntarily Surrendered in Panamao, Tapul, and Banguingui, Sulu",06 April 2026,"Barangay Kawasan, Panamao; Barangay Pangdan, Tapul; Barangay Dungon, Banguingui, Sulu","Barangay Kawasan, Panamao; Barangay Pangdan, Tapul; Barangay Dungon, Banguingui, Sulu",,Sulu,5.9865123073388,121.243710051787,"Three firearms were surrendered to government forces in separate events across Sulu on 6–7 April 2026 as part of the campaign for Rido-Free, Gun-Free, and Peace-Centered Communities (RFGFPCC). On 6 April, troops from the 21st Infantry Battalion received one .45 caliber pistol in Barangay Kawasan, Panamao, through the initiative of Barangay Chairman Muhasir Usman R. Sabtal. On 7 April, troops from the 104th Infantry Battalion facilitated the handover of one Colt M16A1 rifle (5.56mm) in Pangdan, Tapul, through Barangay Chairman Jawawi L. Alih. Also on 7 April, the 101st Infantry Battalion received one .30 caliber M1 Garand rifle in Barangay Dungon, Banguingui, through Barangay Chairman Den-Mar A. Abdilla. The 11th Infantry Division reported that since January 2026, the RFGFPCC campaign has resulted in the recovery of 103 assorted firearms across Sulu.","- 1 .45 caliber pistol
- 1 Colt M16A1 assault rifle
- 1 M1 Garand rifle","Civilian Community (surrenderers)
Military (PA, 21st IB, 101st IB, 104th IB, 1102nd Brigade, 11th Division)
Police (Banguingui MPS, PNP)
Other State Agency (Philippine Coast Guard)","Civilian, Military, Police",,1,,1,1,,,,,,,,,,,,,,,,,,,,,Gun ban,,9,https://www.facebook.com/permalink.php?story_fbid=pfbid0CyTG3umkBMWuUUQD5kBEoAAdQbZGcHeahUsrXcNPtwniesm5bzp5EHuvvXJbmBzPl&id=61557710281207
7,PHL.26.04.07.001,Surrender/amnesty,"Twelve Firearms Surrendered in Datu Paglas, Maguindanao del Sur",07 April 2026,"Datu Paglas, Maguindanao del Sur",,Datu Paglas,Maguindanao del Sur,6.74611335937743,124.869989291254,"Residents and local officials of Datu Paglas, Maguindanao del Sur surrendered 12 firearms to troops at the Municipal Hall on 7 April 2026. The surrendered weapons—comprising nine M1 Garand rifles, one M14 rifle, one M1 Carbine, and one M2 Carbine—were received by Brigadier General Omar V. Orozco, Commander of the 1st Mechanized Brigade, in the presence of Mayor Ibrahim Paglas IV, local barangay chairpersons, and police officials. The weapons were subsequently transported to the 2nd Mechanized Infantry Battalion headquarters in Tual village, President Quirino, Sultan Kudarat, for documentation and disposition. Major General Jose Vladimir Cagara, Commander of the 6th Infantry Division, noted that since January more than 300 assorted firearms and explosives had been surrendered or seized across the 6ID area of operations.","- 9 M1 Garand rifles
- 1 M14 rifle
- 2 M1 Carbine rifles","Civilian Community (surrenderers)
Civilian Official(s) (Mayor Ibrahim Paglas IV, Barangay Chairpersons)
Military (PA, 2nd MIB MAKASAG, 1st Mechanized Brigade, 6th Infantry Division)
Police (Datu Paglas MPS)","Civilian, Military, Police",,,,,12,,,,,,,,,,,,,,,,,,,,,Gun ban,,36,https://www.sunstar.com.ph/zamboanga/campaign-vs-loose-firearms-intensified-in-maguindanao-del-norte
7,PHL.26.04.07.002,Seizure,Police Seize Unlicensed Revolver in Muntinlupa City,07 April 2026,"Bautista Compound, Barangay Alabang, Muntinlupa City, Metro Manila","Bautista Compound, Barangay Alabang",Muntinlupa City,Metro Manila,14.4181661621529,121.04773813783,"Police seized one Smith & Wesson .357 Magnum revolver and two rounds of ammunition when they arrested alias ""Albert,"" 47, in Barangay Alabang, Muntinlupa City on 7 April 2026. Responding officers acted on a community tip relayed via text message reporting the suspect roaming the neighborhood while armed; upon arrival, officers matched the suspect to the description provided and effected the arrest. The suspect faces charges for violation of Republic Act 10591.","- 1 Smith & Wesson .357 Magnum revolver
- 2 rounds of ammunition","Criminal Individual(s) (alias Albert)
Police (Muntinlupa City Police)","Criminal Individual, Police",,,1,,,,,,,,,,,,,,,,,2,,,,,,Crime,,1.02,https://tribune.net.ph/2026/04/07/armed-man-collared-in-muntinlupa
7,PHL.26.04.07.003,Seizure,Troops Seize Assault Rifles from NPA Cache in Bukidnon,07 April 2026,"Sitio Bendum, Barangay Busdi, Malaybalay City, Bukidnon","Sitio Bendum, Barangay Busdi",Malaybalay City,Bukidnon,8.28412066544695,125.277973965594,"Troops of the 1st Special Forces Battalion seized two CZ 858 assault rifles, one M14 rifle, one ""M4"" (more likely a Colt 653) assault rifle, and one M16A1 spare barrel from an NPA arms cache in the Pantaron Mountain Range on 7 April 2026. Military officials attributed the operational success to civilian-provided intelligence and characterized the recovery as significantly weakening the NPA's armed capability along the Bukidnon–Agusan del Sur border.","- 2 Vs. 58/Cz. 858 assault rifles
- 1 M14 rifle
- 1 Colt 653 assault rifle
- 1 M16A1 spare barrel","Military (PA, 1st Special Forces Battalion, 403rd Brigade, 4th Infantry Division)
NSAG (NPA, NCMRC)","Military, NSAG",,,,3,1,,,,,,,,,,,,,,,,,,,,,Insurgency,,18,https://tribune.net.ph/2026/04/09/all-female-army-unit-recovers-high-powered-rifles-in-bukidnon-ops
7,PHL.26.04.07.004,Seizure,Police Seize Craft Rifle and Pistol from Farmer in Ilocos Sur,07 April 2026,"Barangay Cadanglaan, Sinait, Ilocos Sur",Barangay Cadanglaan,Sinait,Ilocos Sur,17.8585773353053,120.502924594727,"Police seized a craft .22 caliber rifle, one caliber .45 Model 1911-style pistol, and 22 rounds of ammunition when they arrested Glenn Ibus Agustin, 50, a farmer in Barangay Cadanglaan, Sinait, Ilocos Sur on 7 April 2026. Agustin faces charges for illegal possession of firearms and ammunition under Republic Act 10591.","- 1 craft .22 caliber rifle
- 1 caliber .45 Model 1911 pistol
- 22 rounds of ammunition","Criminal Individual(s) (Glenn Ibus Agustin)
Police (Sinait Municipal Police Station)","Criminal Individual, Police",,1,,,,,,,,,,,,,,,,,,22,,1,,,,Crime,,2.2199999999999998,https://tribune.net.ph/2026/04/08/farmer-nabbed-with-firearms-in-ilocos-sur-raid
7,PHL.26.04.07.005,Seizure,Troops and Police Seize Grenades from NPA Arms Cache in Cagayan,07 April 2026,"Sitio Tagcar, Barangay Mission, Sta. Teresita, Cagayan","Sitio Tagcar, Barangay Mission",Sta. Teresita,Cagayan,18.2374699117688,121.942698059704,"Troops and police seized two shotguns, two craft shotgun barrels, seven 40mm projected grenades, six M76 rifle grenades, 75 rounds of ammunition, and explosive components from an arms cache in Sitio Tagcar, Barangay Mission, Sta. Teresita, Cagayan on 7 April 2026. The seizure took place following a tip from a former rebel (presumably NPA). Personnel from the 2nd Cagayan Provincial Mobile Force Company, 112th Special Action Company, Cagayan Provincial Explosive and Canine Unit, 17th Infantry Battalion, Provincial Intelligence Unit, and Sta. Teresita Police Station located and excavated the concealed cache from a dense forested area. All explosive materials were transferred to the Cagayan Provincial Explosive and Canine Unit; recovered firearms were turned over to the 2nd Cagayan PMFC for documentation.","- 1 12-gauge shotgun
- 1 craft shotgun
- 2 craft shotgun barrels
- 7 40mm projected grenades
- 6 M76 rifle grenades
- 75 rounds of ammunition","Military (PA, 17th Infantry Battalion)
Police (PNP, 2nd Cagayan PMFC, 112th SAC, Cagayan PECU, PIU, Sta. Teresita MPS)
NSAG (CPP-NPA)","Military, NSAG, Police",,,,,,1,,,,,,,,,,,7,6,,75,,,1,,,Insurgency,,22.25,https://www.facebook.com/pnp.pio/posts/pfbid0zTKDkPHBrm2AftaFoZUQ86rV5xL6w2zSnymuNdzr7JnEvnhEnxHeysHmzdLmisQbl
